1.43726757165813296E17, 1.11574342764756304E17, 9.0881709855864816E16, 7.7775740753617184E16, 1.2856768954631904E17, 1.32103263570071024E17, 1.11444074245805264E17, 1.00155838674553344E17, 9.0360540377635904E16, 9.2358292401654128E16, 
1.84774142277828384E17, 1.45802194882742208E17, 1.1652296078796816E17, 1.00841272487694448E17, 1.65072174733913792E17, 1.71911534422538528E17, 1.43513213784292976E17, 1.30285438911300304E17, 1.18840072800105136E17, 1.19879101556542192E17, 
1.37854873914590896E17, 1.07506913523746544E17, 8.6069945391601584E16, 7.4665661744447536E16, 1.22883340413234304E17, 1.27825311380325424E17, 1.05904572445255888E17, 9.627152450868E16, 8.7061104541531584E16, 8.8228520907277824E16, 
1.50629509261804448E17, 1.17685651443715456E17, 9.404299739714352E16, 8.1646723173216384E16, 1.34081780572080288E17, 1.39071921026104976E17, 1.16583711781076736E17, 1.04827179065458944E17, 9.6736673129054576E16, 9.677893481398624E16, 
1.77724824077248032E17, 1.38070242826831536E17, 1.12616237198692144E17, 9.649767869271584E16, 1.59151983080560032E17, 1.6403719107356928E17, 1.37475296124548976E17, 1.24292606269337264E17, 1.11742285070959504E17, 1.14489709969806224E17, 
1.58351678761329792E17, 1.23008394270840608E17, 9.9095815023082256E16, 8.6043485344781296E16, 1.40979555208297024E17, 1.45774736725778208E17, 1.22739984463944E17, 1.10057898443520016E17, 1.01598590032278464E17, 1.01778413008088112E17, 
1.18397324686217536E17, 9.2975874945898416E16, 7.4352106526684096E16, 6.481029578543776E16, 1.05357272175360272E17, 1.10162413287795664E17, 9.0971419413877456E16, 8.334920290073312E16, 7.5322155147744464E16, 7.5917804849409424E16, 
1.67280542150810688E17, 1.3116904240080672E17, 1.05421192314895664E17, 9.0584466617710832E16, 1.49882210659827488E17, 1.55170212214119328E17, 1.29556024385962496E17, 1.1751512667658288E17, 1.05808749830044304E17, 1.0806426784275344E17, 
1.88465263499074848E17, 1.47267609231420352E17, 1.19056028635958016E17, 1.0236150002962704E17, 1.68746174542342048E17, 1.74872422813839488E17, 1.4565979495358448E17, 1.32432946502265616E17, 1.18683262886606064E17, 1.21625666484349744E17, 
1.76127484317546528E17, 1.38644420782886688E17, 1.11332554401170032E17, 9.6094164240859984E16, 1.57530365775729568E17, 1.63493149887575872E17, 1.36838229073304304E17, 1.2433496993957072E17, 1.12338916140156464E17, 1.14063959604924592E17, 
